precinctPart,Count
Gove|Gove (292) Gove|01,61
Gove|Grainfield (292) CC2|12,33
Gove|Grainfield (292) CC3|13,34
Gove|Grainfield (292) Grainfield|01,234
Gove|Grinnell (274) CC3|12,17
Gove|Grinnell (274) Oakley|02,1
Gove|Grinnell (291) CC3|15,75
Gove|Grinnell (291) Grinnell|01,218
Gove|Jerome (292) CC3|13,21
Gove|Jerome (293) CC3|16,48
Gove|Jerome (468) CC3|11,12
Gove|Jerome (482) CC3|12,8
Gove|Larrabee (293) CC3|12,26
Gove|Larrabee (482) CC3|15,1
Gove|Lewis (274) CC3|11,3
Gove|Lewis (291) CC3|12,2
Gove|Lewis (468) CC3|14,1
Gove|Payne (292) CC2|11,51
Gove|Payne (292) Park|01,97
Gove|Payne (293) CC2|12,30
Graham|Allodium Twp/USD 211/2-5|02,17
Graham|Allodium Twp/USD 211/3-6|03,2
Graham|Allodium Twp/USD 281|01,12
Graham|Bogue City/USD 281|01,108
Graham|Bryant Twp/USD 208|03,3
Graham|Bryant Twp/USD 281|01,51
Graham|Bryant Twp/USD 412|02,3
Graham|Gettysburg Twp/USD 281|01,43
Graham|Graham Twp/USD 211/1-4|02,4
Graham|Graham Twp/USD 281|01,38
Graham|Happy Twp/USD 208|02,1
Graham|Happy Twp/USD 281|01,38
Graham|Hill City#1|01,136
Graham|Hill City#2|01,628
Graham|Hill City#3|01,217
Graham|Hill CityTwp#71|01,8
Graham|Hill CityTwp#72|01,55
Graham|Hill CityTwp#73|01,44
Graham|Indiana Twp/USD 211/2-5|02,10
Graham|Indiana Twp/USD 281|01,14
Graham|Millbrook Twp/USD 281|01,83
Graham|Morlan Twp/USD 269 #1|02,3
Graham|Morlan Twp/USD 269 #2|03,3
Graham|Morlan Twp/USD 269 #3|04,18
Graham|Morlan Twp/USD 281|01,21
Graham|Morland City/Gettys.Twp/USD281|02,14
Graham|Morland City/Sol.Twp/USD281|01,98
Graham|Nicodemus Twp/USD 281|01,36
Graham|Pioneer Twp/USD 281|01,14
Graham|Pioneer Twp/USD 326 #4|03,10
Graham|Solomon Twp/USD 281|01,35
Graham|Wildhorse Twp/USD 269 #1|02,21
Graham|Wildhorse Twp/USD 281|01,28
"Grant|001.2 Ward 1, Com 3, BM 1-4|02",703
"Grant|002.1 Ward 2, Com 1, BM 3-6|01",1111
"Grant|003.1 Ward 3, Com 2, BM 2-5|01",1225
"Grant|004.1 Pre 4, Com 3, 209|01",11
"Grant|004.1.01 Pre 4, Com 1, 452|01",1
"Grant|004.1.02 Pre 4, Com 1 BM 3-6|02",275
"Grant|004.2.01 Pre 4, Com 2 BM 2-5|01",153
"Grant|004.3 Pre 4, Com 3, 452|03",3
"Grant|004.4 Pre 4, Com 3, 507|04",12
"Grant|004.5 Pre 4, Com 3, BM 1-4|05",324
Gray|Cimarron City E USD 102|01,1099
Gray|Cimarron City NW USD 102|01,276
Gray|Cimarron City SW USD 102|02,97
Gray|Cimarron Twp E USD 102|02,143
Gray|Cimarron Twp NW USD 102|03,21
Gray|Cimarron Twp NW USD 477|04,6
Gray|Cimarron Twp SW USD 102|01,88
Gray|Cimarron Twp SW USD 477|02,3
Gray|Cimarron Twp USD 102|01,11
Gray|Copeland City USD 476|01,148
Gray|Copeland Twp USD 371|01,9
Gray|Copeland Twp USD 476|02,72
Gray|East Hess Twp USD 102|01,83
Gray|East Hess Twp USD 102|02,6
Gray|East Hess Twp USD 225|03,8
Gray|East Hess Twp USD 371|04,16
Gray|Ensign City USD 102|01,131
Gray|Foote Twp USD 102|01,17
Gray|Foote Twp USD 102|02,23
Gray|Foote Twp USD477|03,16
Gray|Ingalls City USD 477|01,192
Gray|Ingalls Twp USD 476|01,6
Gray|Ingalls Twp USD 477|02,164
Gray|Logan Twp USD 477|01,153
Gray|Montezuma City USD 371|01,416
Gray|Montezuma Twp USD 102|02,11
Gray|Montezuma Twp USD 102|03,14
Gray|Montezuma Twp USD 371|04,170
Greeley|Horace City|01,66
Greeley|Tribune City|01,566
Greeley|Tribune Twp|01,265
Greenwood|Bach TWP 389 Mem 3|01,155
Greenwood|Bachelor TWP 389 Mem 5|02,9
Greenwood|Bachelor TWP 390|03,10
Greenwood|Climax City|01,48
Greenwood|Eureka TW 389 Mem 1-Com4|07,8
Greenwood|Eureka TWP 389 Mem 1-Com3|01,90
Greenwood|Eureka TWP 389 Mem 2-Com3|02,28
Greenwood|Eureka TWP 389 Mem 2-Com4|08,9
Greenwood|Eureka TWP 389 Mem 4-Com3|03,36
Greenwood|Eureka TWP 389 Mem 4-Com4|09,1
Greenwood|Eureka TWP 389 Mem 5-Com4|04,62
Greenwood|Eureka TWP 389 Mem 6-Com4|05,78
Greenwood|Fall River City|01,127
"Greenwood|Fall River TWP 282 Dist1, Pos4|04",11
Greenwood|Fall River TWP 389 Mem 3|02,42
Greenwood|Fall River TWP Mem 5|03,50
Greenwood|Hamilton City|01,182
Greenwood|Janesville Twp 386|01,6
Greenwood|Janesville TWP 389|02,1
Greenwood|Janesville Twp 390 Mem 1-4|03,36
Greenwood|Janesville TWP 390 Mem 2-5|04,117
Greenwood|Lane TWP 386|01,28
Greenwood|Madison City 386 Mem 1-4|01,286
Greenwood|Madison City 386 Mem 3-6|02,189
Greenwood|Madison TWP 386 Mem 2-5|01,211
Greenwood|Madison TWP 386 Mem 3-6|03,39
Greenwood|Otter Creek TWP 205|01,2
Greenwood|Otter Creek TWP 282|02,2
Greenwood|Otter Creek TWP 389  Mem 5|03,120
Greenwood|Pleasant Grove TWP 389|01,41
Greenwood|Quincy TWP 386 Mem 2-5|02,3
Greenwood|Quincy TWP 389 Commission 1|03,54
Greenwood|Quincy TWP 389 Commission 3|04,7
Greenwood|Quincy TWP 390|05,36
Greenwood|Salem TWP 389|01,18
Greenwood|Salem TWP 390|02,8
Greenwood|Salem TWP 492|03,2
Greenwood|Salt Springs TWP 282|01,61
Greenwood|Salt Springs TWP 389|02,54
Greenwood|Salt Springs TWP 484|03,90
Greenwood|Severy City|01,166
Greenwood|Shell Rock TWP 245 Mem 2|01,12
Greenwood|Shell Rock TWP 386 Mem 2-5|04,64
Greenwood|Shell Rock TWP 386 Mem 3-6|05,44
Greenwood|South Salem TWP 389 Comm 2|01,76
Greenwood|South Salem TWp 492|04,1
Greenwood|Spring Creek TWP 389 Mem 1|01,7
Greenwood|Spring Creek TWP 389 Mem 5|02,92
"Greenwood|Twin Grove TWP 282 Dist1, Pos1|01",59
"Greenwood|Twin Grove TWP 282 Dist1, Pos4|03",118
Greenwood|Twin Grove TWP 389  Mem 5|04,26
Greenwood|Virgil City|01,39
Greenwood|Ward 1|01,623
Greenwood|Ward 2|01,428
Greenwood|Ward 3|01,511
Hamilton|Bear Creek T/S|01,23
Hamilton|Coolidge City|03,46
Hamilton|Coolidge T/S|02,25
Hamilton|Kendall T/S|04,65
Hamilton|Lamont T/S|05,53
Hamilton|Liberty T/S|07,27
Hamilton|Medway T/S|08,34
Hamilton|Richland T/S|09,15
Hamilton|Syracuse 1 City|10,225
Hamilton|Syracuse 1 T/S|11,32
Hamilton|Syracuse 2 City|12,149
Hamilton|Syracuse 2 T/S|13,32
Hamilton|Syracuse 3 City|14,213
Hamilton|Syracuse 3 T/S|16,28
Hamilton|Syracuse 4 City|17,86
Hamilton|Syracuse 4 T/S|19,17
Hamilton|Syracuse 5 City/usd 3|30,99
Hamilton|Syracuse 5 City|20,135
Hamilton|Syracuse 5 T/S|22,46
Harper|Anthony / WD1/H832/SD361|01,705
Harper|Anthony / WD2/H832/SD361|02,309
Harper|Anthony / WD3/H832/SD361|03,171
Harper|Anthony / WD4/H832/SD361|04,244
Harper|Anthony Lake / WD2/H832/SD361|01,45
Harper|Anthony PowerPl/WD3/832/361|01,2
Harper|Attica / USD 511/H22|01,369
Harper|Bluff / USD 361/H832|01,37
Harper|Danville / USD 361|01,25
Harper|Harper / WD1 / H832 / 361|01,394
Harper|Harper / WD2 / H832 / 361|02,462
Harper|Twp1 / SD332 / H22|01,12
Harper|Twp1 / SD361 / H22 / MD3|03,51
Harper|Twp1 / SD511 / H22|02,146
Harper|Twp2 / SD255 / H832|01,11
Harper|Twp2 / SD361 / H22|03,16
Harper|Twp2 / SD361 / H832|04,24
Harper|Twp2 / SD511 / H22|02,2
Harper|Twp3 / SD361 / H832/ MD 1 / C3|01,33
Harper|Twp3 / SD361 / H832/ MD 2|02,73
Harper|Twp3 /C1/SD361/H832/MD1|01,115
Harper|Twp4 / SD361 / H832|03,56
Harper|Twp4 / SD361 H832|02,56
Harper|Twp5 / SD359|01,24
Harper|Twp5 / SD361 / H832 / MD2|03,129
Harper|Twp5 / SD361 / H832 / MD3|04,24
Harper|Twp5 / SD361|02,40
Harper|Twp5 /C1/SD361/MD3/H832|01,87
Harper|Twp6 / C2/SD361/H832/MD3|04,98
Harper|Twp6 / SD331 / H833|01,17
Harper|Twp6 / SD359 / H832|02,4
Harper|Twp6 / SD359 / H833|03,5
Harper|Twp6 / SD361 / H833 / MD3|05,16
Harper|Twp6 /C1/SD361/H832/MD3|01,61
Harper|Waldron / H832 / USD 361|01,6
Harvey|1.1  Burrton City - 369|01,499
Harvey|2-1-1.1 Halstead City - 440-1|01,398
Harvey|2-1-1.2 Halstead City - 440-2|02,155
Harvey|2-1-2.1 Halstead City  - 440-1|01,10
Harvey|2-1-2.2 Halstead City - 440-2|02,814
Harvey|3-1-1 Hesston City - 460|01,1311
Harvey|3-1-2 Hesston City - 460|01,1212
Harvey|4-1-1 Newton City - 373|01,737
Harvey|4-1-2 Newton City - 373|01,620
Harvey|4-1-3 Newton City - 373|01,438
Harvey|4-2-1 Newton City - 373|01,720
Harvey|4-2-2 Newton City - 373|01,1580
Harvey|4-3-1 Newton City - 373|01,619
Harvey|4-3-2 Newton City - 373|01,1026
Harvey|4-3-3 Newton City - 373|01,867
Harvey|4-3-4 Newton City - 373|01,2066
Harvey|4-4-1 Newton City - 373|01,794
Harvey|4-4-2 Newton City - 373|01,1303
Harvey|4-4-3 Newton City - 373|01,1007
Harvey|4-4-4 Newton City - 373|01,431
Harvey|5.1 North Newton - 373|01,1332
Harvey|6.1 Sedgwick City - 439-1|01,414
Harvey|6.2 Sedgwick City - 439-2|02,529
Harvey|7.1  Walton City - 373|01,157
Harvey|A1.1 Alta - 313-3|01,91
Harvey|A1.1 Alta 313-3 - FD5|015,33
Harvey|A1.2 Alta - 369|02,9
Harvey|A1.2 Alta 369 - FD5|025,17
Harvey|A1.3 Alta - 423-3|03,27
Harvey|A2.1 Garden - 423-3|01,184
Harvey|A2.2 Garden - 440-1|02,15
Harvey|A2.3 Garden - 460|03,3
Harvey|A3.1 Emma - 423-3|01,6
Harvey|A3.2 Emma - 460|02,378
Harvey|A4.1 Highland - 373 - FD1|011,87
Harvey|A4.1 Highland - 373|01,4
Harvey|A4.2 Highland - 411-3 - FD1|02,18
Harvey|A4.3 Highland - 460 - FD1|031,57
Harvey|A4.3 Highland - 460|03,102
Harvey|A5.1 Walton - 373 - FD1|01,147
Harvey|A5.2 Walton - 398-2 - FD1|021,7
Harvey|A5.2 Walton - 398-2|02,15
Harvey|A5.3 Walton - 398-1 - FD1|031,44
Harvey|A5.3 Walton - 398-1|03,10
Harvey|A6.1 Burrton - 369|01,136
Harvey|A7.1 Halstead - 440-1 LAR|01L,31
Harvey|A7.1 Halstead - 440-1|01,213
Harvey|A8.1 Macon - 373|01,7
Harvey|A8.2 Macon - 440-1|02,217
Harvey|A8.3 Macon - 460|03,52
Harvey|A8E.1 Macon East 72 - 373|01,56
Harvey|A8E.2 Macon East 72 - 440-1|02,2
Harvey|A8E.3 Macon East 72 - 460|03,3
Harvey|A9.1 Newton - 373 Part A|01,4
Harvey|A9.2 Newton - 373 Part B|02,202
Harvey|A9C.3 Newton 72 - 373 Part C|03,7
Harvey|A9C.4 Newton 72 - 373 Part D|04,58
Harvey|A9C.5 Newton 72 - 373 Part E|05,2
Harvey|A9N.1 Newton 74 - 373 Part A|01,3
Harvey|A9N.2 Newton 74 - 373 Part B|02,36
Harvey|B1.1 Pleasant - 206 - FD1|011,73
Harvey|B1.1 Pleasant - 206|01,104
Harvey|B1.2 Pleasant - 373 - FD1|021,128
Harvey|B1.2 Pleasant - 373|02,56
Harvey|B2.1 Lake - 312-3 - FD5|01,3
Harvey|B2.2 Lake - 369 - FD5|02,54
Harvey|B2.3 Lake - 369 - FD5mh|03,52
Harvey|B2.4 Lake - 440-3 - FD5|04,2
Harvey|B3.1 Lakin - 439-3|01,25
Harvey|B3.2 Lakin - 440-3 LAR|02L,1
Harvey|B3.2 Lakin - 440-3|02,129
Harvey|B3.3 Lakin - 440-1 LAR|03L,2
Harvey|B3.3 Lakin - 440-1|03,35
Harvey|B4.2 Sedgwick - 439-3|02,85
Harvey|B4.3 Sedgwick - 440-3|03,28
Harvey|B4.4 Sedgwick - 440-1|04,21
Harvey|B4E.1 Sedgwick East-72 - 373|01,4
Harvey|B4E.2 Sedgwick East-72 - 439-3|02,76
Harvey|B4E.3 Sedgwick East-72 - 440-3|03,12
Harvey|B4E.4 Sedgwick East-72 - 440-1|04,7
Harvey|B5.1 Darlington - 206|01,28
Harvey|B5.2 Darlington - 262-2|02,3
Harvey|B5.3 Darlington - 373|03,268
Harvey|B5.4 Darlington - 439-3|04,40
Harvey|B5N.3 Darlington North - 373|03,87
Harvey|B6.1 Richland - 206|01,269
Harvey|B6.2 Richland - 373|02,27
Haskell|Ivanhoe (012) 1/374|01,63
Haskell|Ivanhoe (013) 1/374/HD|02,26
Haskell|N Dudley (019)  2/374|01,13
Haskell|N Dudley (020) 2/507-1|02,56
Haskell|N Lockport (006) 39/3/476|02,51
Haskell|N Lockport (007) 39/3/374|01,29
Haskell|S Lockport (006) 3/476|05,19
Haskell|S Lockport (007) 39/3/374|04,60
Haskell|Satanta 1 (001) 1/507/2/HD/CI|08,146
Haskell|Satanta 1 (020) 1/507-2/HD|07,5
Haskell|Satanta 2 (001) 2/507-1/HD|06,78
Haskell|Satanta 2 (001) 2/507-2/HD|04,143
Haskell|Satanta 2 (001) 2/507-3/HD|05,309
Haskell|Satanta 2 (020) 2/507-2|02,4
Haskell|Satanta 2 (020) 2/507-3|03,32
Haskell|Satanta 2 (020) 507-1|01,86
Haskell|Sublette 1 (012) 1/374/H124|04,140
Haskell|Sublette 1(002) 1/374/CI/H124|03,546
Haskell|Sublette 1(013)1/374/HD/H124|05,11
Haskell|Sublette 1(014)1/507-1/HD/H122|01,3
Haskell|Sublette 1(014)1/507-2/HD/H124|02,3
Haskell|Sublette 3 (002) 3/374/CI H124|01,384
Haskell|Sublette 3 (012) 3/374|06,5
"Hodgeman|1.1 Hanston City, N, 228, C1|01",109
"Hodgeman|1.2 Marena Twp N 228, C1|02",72
"Hodgeman|1.3 Marena Twp N 496, C1|03",7
"Hodgeman|10.1 Valley 227, C1|01",32
"Hodgeman|10.2 Valley 228, C1|02",2
"Hodgeman|11.1 W Sawlog, 227, Com 5|01",27
"Hodgeman|12.1City of Jetmore, N, C2|01",242
"Hodgeman|13.1 Jetmore, City S, C3|01",243
"Hodgeman|14.1Jetmore City NW, C5|01",68
"Hodgeman|14.2 Center SW, C5|02",46
"Hodgeman|15.1 Center Twp SE,C4 227|01",32
"Hodgeman|16.1 Center Twp N, 227, C1|01",51
"Hodgeman|2.1 Hanston City, S, 228, C4|01",78
"Hodgeman|2.2 Marena S, 228, C4|02",29
"Hodgeman|3.1 Benton Twp, 227, C5|01",29
"Hodgeman|5.1 Hallet, C5, 227|01",33
"Hodgeman|6.1 North Roscoe, C5, 227|01",33
"Hodgeman|7.1 South Roscoe, C5, 227|01",36
"Hodgeman|7.2 South Roscoe, C5, 102|02",6
"Hodgeman|7.3 South Roscoe, C5, 443|03",5
"Hodgeman|8.1 Sawlog E 227, Com 4|01",32
"Hodgeman|9.1 Sterling 227, C4|01",2
"Hodgeman|9.2 Sterling 347, C4|02",11
"Hodgeman|9.3 Sterling 228, C4|03",50
"Hodgeman|9.4 Sterling 381, C4|04",16
"Hodgeman|9.5 Sterling 496, C4|05",1
Jackson|Adria-USD 321 1-4 HOSPITAL|04,96
Jackson|Adrian-USD 322 6 HOSPITAL|05,2
Jackson|Adrian - USD 321 1-4|01,24
Jackson|Banner - USD 336.|02,201
Jackson|Banner - USD 336|01,66
Jackson|Cedar - USD 336.|02,100
Jackson|Cedar - USD 336|01,92
Jackson|Cedar - USD 337 1-4|03,161
Jackson|Cedar - USD 337 3-6|04,406
Jackson|Circleville City - USD 335 3|01,104
Jackson|Delia - USD 321 1-4|01,102
Jackson|Denison City - USD 336|01,104
Jackson|Douglas -  USD 340 1-4|04,60
Jackson|Douglas - USD 337 2-5|01,515
Jackson|Douglas - USD 337 3-6|02,724
Jackson|Douglas - USD 338 1-4|03,27
Jackson|Franklin - USD 336|01,112
Jackson|Franklin - USD 337 1-4|04,7
Jackson|Franklin - USD. 336|03,301
Jackson|Franklin East 337 1-4|04,5
Jackson|Franklin East USD 336.|02,48
Jackson|Franklin East USD 336|01,20
Jackson|Franklin East USD. 336|03,260
Jackson|Garfield - USD 336.|02,146
Jackson|Garfield - USD 336|01,73
Jackson|Garfield - USD 337 3-6|04,2
Jackson|Garfield - USD. 336|03,116
Jackson|GRANT-USD 322 6  HOSPITAL|05,36
Jackson|GRANT-USD 335 1 HOSPITAL|06,25
Jackson|Grant - USD 322   6|01,12
Jackson|Grant - USD 335 1|02,45
Jackson|Grant - USD 336.|04,5
Jackson|Holton  City lake 336|01,2
Jackson|Holton City - Ward 1 - 336|01,737
Jackson|Holton City - Ward 2 - 336|01,845
Jackson|Holton City - Ward 3 - 336|01,545
Jackson|Holton City Illinois Ave East|01,16
Jackson|Hoyt City - USD 337 2-5|01,413
Jackson|Jefferson-USD 335 4|04,3
Jackson|Jefferson - USD 335 3|01,166
Jackson|Jefferson - USD 336|02,27
Jackson|Jefferson -USD 335 1|03,85
Jackson|Liberty - USD 335 4|03,65
Jackson|Liberty - USD 335 5|01,66
Jackson|Liberty - USD 336|02,259
Jackson|Lincoln - USD 321 1-4|01,60
Jackson|Lincoln - USD 336|02,17
Jackson|Lincoln - USD 337 1-4|03,741
Jackson|Mayetta City - USD 337 1-4|01,173
Jackson|Mayetta City - USD 337 3-6|05,37
Jackson|N St Cr USD 335 5|01,26
Jackson|N St. Creek USD 377 1-4|02,3
Jackson|NE Liberty USD 335 5|01,2
Jackson|Netawaka - USD 335 4|01,143
Jackson|Netawaka City - USD 335 4|01,125
Jackson|Soldier-USD 322 1 HOSPITAL|03,13
Jackson|Soldier-USD 335 1 HOSPITAL|04,41
Jackson|Soldier - USD 335 1|02,148
Jackson|Soldier City - USD 335 1|01,68
Jackson|St. Creek -  USD 377 3-6|04,1
Jackson|St. Creek - USD 335 5|01,27
Jackson|St. Creek - USD 336|02,69
Jackson|Ward 3 Industrial Park|01,5
Jackson|Washington - USD 321 1-4 HOSP|03,70
Jackson|Washington - USD 321 1-4|01,202
Jackson|Washington - USD 337 2-5|02,24
Jackson|Whiting - USD 335 5|01,99
Jackson|Whiting - USD 430 2-5|02,12
Jackson|Whiting City - USD 335 5|01,141
Jefferson|Delaware 336 2/5|01,7
Jefferson|Delaware 338 1/4|02,176
Jefferson|Delaware 338 2/5|03,185
Jefferson|Delaware 338 3/6|04,194
Jefferson|Delaware 339 2/5|05,2
Jefferson|Delaware 377 3/6|06,2
Jefferson|East Fairview 341 1/4|01,312
Jefferson|East Fairview 341 LSV 1/4|02,189
Jefferson|East Fairview 341 LWH 1/4|03,218
Jefferson|Jefferson 339 2/5|01,329
Jefferson|Jefferson 339 3/6|02,169
Jefferson|Jefferson 449|03,3
Jefferson|Kaw 340 2/5|01,9
Jefferson|Kaw 340 3/6|02,312
Jefferson|Kaw 343 1/4|03,566
Jefferson|Kaw 345|04,170
Jefferson|Kentucky 343 1/4|01,456
Jefferson|Kentucky 343 2/5|02,121
Jefferson|Mc Louth City 342 2/5|01,647
Jefferson|Meriden City 340 2/5|01,502
Jefferson|Norton 338 3/6|01,10
Jefferson|Norton 339 1/4|02,37
Jefferson|Norton 339 2/5|03,156
Jefferson|Nortonville City 339 1/4|01,412
Jefferson|Oskaloosa 339 2/5|05,26
Jefferson|Oskaloosa 339 3/6|01,17
Jefferson|Oskaloosa 341 1/4|02,118
Jefferson|Oskaloosa 341 2/5|03,340
Jefferson|Oskaloosa 341 3/6|04,287
Jefferson|Oskaloosa City 341 2/5|01,384
Jefferson|Oskaloosa City 341 3/6|02,349
Jefferson|Ozawkie 338 1/4|01,63
Jefferson|Ozawkie 338 Fire 11 1/4|04,97
Jefferson|Ozawkie 340 1/4|02,150
Jefferson|Ozawkie 341 1/4|03,259
Jefferson|Ozawkie 341 LSE 1/4|05,204
Jefferson|Ozawkie City 340 1/4|01,496
Jefferson|Perry City 343 2/5|01,660
Jefferson|Rock Creek 338 1/4|01,89
Jefferson|Rock Creek 340 1/4|02,796
Jefferson|Rock Creek 340 2/5|03,399
Jefferson|Rock Creek 340 3/6|04,373
Jefferson|Rock Creek 343 1/4|05,8
Jefferson|Rural 341 3/6|01,60
Jefferson|Rural 343 2/5|02,540
Jefferson|Sarcoxie E 342 3/6 Split|02,665
Jefferson|Sarcoxie W 341 3/6|01,19
Jefferson|Sarcoxie W 343 2/5|03,26
Jefferson|Sarxcoxie W 342 3/6 Split|02,109
Jefferson|Union E 339 3/6|01,47
Jefferson|Union E 342 1/4 Split|02,452
Jefferson|Union E 342 2/5|03,34
Jefferson|Union E 342 3/6 Split|04,105
Jefferson|Union W 342 1/4 Split|02,18
Jefferson|Union W 342 3/6 Split|04,26
Jefferson|Valley Falls City 338 1/4|01,396
Jefferson|Valley Falls City 338 2/5|02,226
Jefferson|Valley Falls City 338 3/6|03,130
Jefferson|West Fairview 340 1/4|02,3
Jefferson|West Fairview 340 3/6|01,575
Jefferson|Winchester City 339 2/5|01,5
Jefferson|Winchester City 339 3/6|02,331
Jewell|Allen TWP 273 2-5|01,15
Jewell|Allen TWP 333|02,4
Jewell|Athens TWP 273 1-4|02,45
Jewell|Brownscreek TWP 273 1-4|01,43
Jewell|Buffalo TWP 107-2|01,50
Jewell|Burr Oak City 107-2|01,113
Jewell|Burr Oak TWP 107-2|01,50
Jewell|Calvin TWP 107-2|01,42
Jewell|Center TWP 107-1|01,93
Jewell|Erving TWP 107-2|01,29
Jewell|Esbon City 107-2|01,76
Jewell|Esbon TWP 107-2|01,41
Jewell|Formoso City 107-1|01,54
Jewell|Grant TWP 107-1|01,47
Jewell|Grant TWP 426-1|02,14
Jewell|Harrison TWP 107-2|01,13
Jewell|Highland TWP 107-2|01,31
Jewell|Holmwood TWP 107-1|01,19
Jewell|Ionia TWP 107-2|01,53
Jewell|Jackson TWP 107-1|01,45
Jewell|Jackson TWP 109|02,23
Jewell|Jewell City 107-2|01,263
Jewell|Limestone TWP 107-2|01,38
Jewell|Mankato City 107-1|01,595
Jewell|Montana TWP 107-1|01,48
Jewell|Odessa TWP 107-2|01,17
Jewell|Prairie TWP 273 2-5|01,50
Jewell|Randall City 273 2-5|01,46
Jewell|Richland TWP 107-1|01,27
Jewell|Sinclair TWP 107-1|01,40
Jewell|Vicksburg TWP 107-2|01,19
Jewell|Vicksburg TWP 426-3|02,1
Jewell|Walnut TWP 107-2|01,46
Jewell|Washington TWP 107-1|01,43
Jewell|Webber City 107-1|01,22
Jewell|Whitemound 107-2|01,29
Johnson|1001.1|01,178
Johnson|1002.1|01,1264
Johnson|1003.1|01,6
Johnson|1003.2|02,486
Johnson|1003.3|03,3
Johnson|1003.4|04,82
Johnson|1004.1|01,1651
Johnson|1005.1|01,21
Johnson|1006.1|01,154
Johnson|1008.1|01,78
Johnson|1008.2|02,16
Johnson|2001.1|01,76
Johnson|2001.2|02,457
Johnson|2002.1|01,47
Johnson|2002.2|02,83
Johnson|2002.3|03,45
Johnson|2003.1|01,156
Johnson|2003.2|02,111
Johnson|2004.1|01,2
Johnson|2005.1|01,6
Johnson|2007.1|01,2
Johnson|2008.1|01,6
Johnson|2010.1|01,4
Johnson|2011.1|01,34
Johnson|2013.1|01,1
Johnson|2014.1|01,4
Johnson|2016.1|01,14
Johnson|2017.1|01,3
Johnson|2018.1|01,4
Johnson|2019.1|01,193
Johnson|2019.2|02,66
Johnson|2020.1|01,2
Johnson|2021.1|01,32
Johnson|2022.1|01,95
Johnson|2024.1|01,2
Johnson|2025.1|01,31
Johnson|3001.2|02,15
Johnson|3002.1|01,1
Johnson|3003.1|01,3
Johnson|3004.1|01,1
Johnson|3006.1|01,15
Johnson|3009.1|01,168
Johnson|3009.2|02,47
Johnson|3010.1|01,1000
Johnson|3010.2|02,71
Johnson|4001.1|01,108
Johnson|4001.2|02,2
Johnson|4002.1|01,314
Johnson|4006.1|01,138
Johnson|4007.1|01,244
Johnson|6001.1|01,388
Johnson|6001.2|02,4
Johnson|6001.3|03,118
Johnson|6002.1|01,2
Johnson|6003.1|01,33
Johnson|6003.2|02,53
Johnson|6004.1|01,6
Johnson|6005.2|02,27
Johnson|6008.1|01,3
Johnson|6009.1|01,2
Johnson|6010.1|01,14
Johnson|6011.1|01,9
Johnson|6013.1|01,10
Johnson|6014.1|01,5
Johnson|6016.1|01,35
Johnson|6018.1|01,5
Johnson|6019.1|01,3
Johnson|6019.2|02,8
Johnson|6021.1|01,18
Johnson|6024.1|01,2
Johnson|6025.1|01,1
Johnson|6026.1|01,6
Johnson|6032.1|01,8
Johnson|6032.2|02,35
Johnson|7001.3|03,1
Johnson|7002.1|01,760
Johnson|7004.1|01,767
Johnson|7005.1|01,36
Johnson|7009.1|01,45
Johnson|7010.1|01,2
Johnson|7011.1|01,189
Johnson|9001.1|01,122
Johnson|9001.3|03,329
Johnson|9002.1|01,4
Johnson|9003.1|01,126
Johnson|9004.1|01,23
Johnson|9005.1|01,23
Johnson|9007.1|01,1
Johnson|9007.2|02,374
Johnson|9008.1|01,2
Johnson|9009.1|01,1
Johnson|9010.1|01,564
Johnson|9010.2|02,15
Johnson|9010.3|03,48
Johnson|9011.1|01,2
Johnson|9012.1|01,5
Johnson|A001.1|01,1648
Johnson|A002.1|01,1033
Johnson|A003.1|01,1034
Johnson|A003.2|02,290
Johnson|A006.1|01,239
Johnson|A007.1|01,292
Johnson|B001.1|01,1144
Johnson|B002.1|01,1
Johnson|B005.1|01,7
Johnson|B006.2|02,2
Johnson|B008.1|01,5
Johnson|B009.1|01,3
Johnson|C001.1|01,688
Johnson|C001.2|02,1607
Johnson|C002.2|02,11
Johnson|C003.1|01,1090
Johnson|C003.2|02,318
Johnson|C004.1|01,1312
Johnson|C006.1|01,2312
Johnson|C007.1|01,34
Johnson|C008.1|01,745
Johnson|C009.1|01,2275
Johnson|C010.1|01,1408
Johnson|C013.1|01,1443
Johnson|C014.1|01,1029
Johnson|C017.1|01,3
Johnson|C019.1|01,411
Johnson|C020.1|01,833
Johnson|C022.1|01,115
Johnson|C022.2|02,4
Johnson|C023.1|01,2
Johnson|D101.1|01,1112
Johnson|D101.2|02,317
Johnson|D102.1|01,1163
Johnson|D103.1|01,755
Johnson|D104.1|01,406
Johnson|D104.2|02,1048
Johnson|D105.1|01,1155
Johnson|D106.1|01,1813
Johnson|D108.1|01,2
Johnson|D108.2|02,2131
Johnson|D109.1|01,1287
Johnson|D111.1|01,1128
Johnson|D113.1|01,941
Johnson|D114.1|01,1047
Johnson|D115.1|01,613
Johnson|D116.1|01,1640
Johnson|D117.1|01,529
Johnson|D118.1|01,1598
Johnson|D119.1|01,639
Johnson|D120.1|01,363
Johnson|D121.1|01,1611
Johnson|D122.1|01,105
Johnson|D122.2|02,2350
Johnson|D125.1|01,377
Johnson|D126.2|02,11
Johnson|D127.1|01,548
Johnson|D128.2|02,2
Johnson|D201.1|01,697
